total_attempts,correct_attempts,accuracy,weighted_score,recent_accuracy,accuracy_trend,streak_length,avg_time_per_q,days_since_last,easy_accuracy,medium_accuracy,hard_accuracy,global_accuracy,topics_attempted,level,optimal_difficulty
4,2,0.4116,1.153,0.4134,-0.0039,0,16.3,60.71,0.519,0.2634,0.0607,0.2236,2,beginner,easy
14,3,0.237,2.3224,0.2029,0.0537,2,30.17,66.06,0.55,0.2714,0.0332,0.2035,1,beginner,easy
34,20,0.5506,8.3949,0.7551,-0.0181,6,18.76,26.66,0.7456,0.6749,0.3914,0.5225,5,intermediate,medium
9,4,0.4503,0.4414,0.4241,0.0358,3,54.98,73.1,0.5333,0.215,0.1734,0.2456,5,beginner,easy
16,7,0.4096,0.0422,0.4058,-0.0625,1,42.63,41.68,0.3422,0.3686,0.1369,0.2602,2,beginner,easy
19,9,0.4833,5.4101,0.681,0.0745,8,32.26,37.56,0.6794,0.4753,0.4199,0.6469,14,intermediate,easy
142,124,0.8454,20.0188,0.7628,-0.0468,2,7.98,0.48,0.9132,0.8011,0.6509,0.7068,22,advanced,hard
73,64,0.8615,36.0283,0.7083,-0.0345,12,18.77,8.06,0.8412,0.7042,0.7132,0.8012,15,advanced,hard
2,0,0.0,0.9635,0.0,0.0366,0,29.94,85.83,0.5615,0.3469,0.0,0.3012,4,beginner,easy
15,5,0.3218,1.3412,0.1832,0.0528,1,27.19,64.5,0.5566,0.1996,0.1067,0.1829,1,beginner,easy
3,1,0.267,0.5388,0.2939,-0.0622,0,22.9,18.11,0.3585,0.2481,0.0951,0.327,4,beginner,easy
10,2,0.225,0.4026,0.3337,-0.0021,2,20.78,56.01,0.3427,0.1894,0.0893,0.434,4,beginner,easy
19,17,0.887,33.6234,0.8648,0.0934,12,19.72,14.44,0.9135,0.9145,0.6056,0.7995,23,advanced,hard
17,8,0.5286,7.6899,0.7785,0.061,2,12.68,30.26,0.9754,0.5303,0.4942,0.7101,8,intermediate,easy
57,44,0.8119,38.7685,1.0,0.0608,6,11.96,11.33,0.989,0.9261,0.6646,0.7327,21,advanced,hard
18,10,0.5854,4.8356,0.6955,0.0263,5,23.39,11.27,0.7422,0.4628,0.4633,0.5131,10,intermediate,medium
54,33,0.6141,11.7978,0.7199,0.1479,2,8.8,41.8,0.8655,0.5266,0.1434,0.5315,14,intermediate,medium
98,75,0.7909,9.4681,0.9557,0.09,14,13.86,8.06,0.9393,0.9405,0.606,0.9219,23,advanced,hard
31,17,0.5177,3.405,0.5428,0.139,0,26.53,0.77,0.7374,0.4639,0.1466,0.6678,9,intermediate,medium
12,4,0.316,1.5066,0.2876,-0.1367,2,31.64,4.42,0.4374,0.3628,0.0232,0.1913,2,beginner,easy
16,3,0.2093,0.4044,0.2928,-0.0706,2,26.66,18.9,0.3473,0.2981,0.1402,0.188,1,beginner,easy
27,15,0.5991,11.0375,0.6228,-0.0128,2,20.54,39.79,0.6604,0.7797,0.1949,0.638,10,intermediate,medium
55,27,0.4967,11.3062,0.5574,0.0573,4,31.1,11.77,0.8645,0.5364,0.4081,0.4588,4,intermediate,easy
14,3,0.2238,2.9545,0.125,-0.1272,0,25.34,0.87,0.5682,0.1343,0.0576,0.3748,3,beginner,easy
7,2,0.269,0.5981,0.426,0.0194,1,26.89,27.28,0.7031,0.1627,0.0765,0.4038,4,beginner,easy
90,71,0.7777,24.1712,0.7324,0.0474,19,14.06,29.18,0.9448,0.9074,0.6342,0.7642,25,advanced,hard
104,101,0.9747,9.1776,0.6754195488374487,-0.2993,8,18.86,83.28619125525965,0.9542,0.9554,0.6171,0.8702,13,advanced,hard
67,51,0.7155,37.3855,0.7808,-0.0441,10,7.33,1.7,0.817,0.8367,0.4306,0.6127,24,advanced,hard
30,15,0.5571,4.6775,0.6817,0.0643,2,32.87,39.92,0.8421,0.649,0.2335,0.6752,12,intermediate,medium
117,89,0.774,30.4141,0.7652,0.0203,2,8.13,6.18,0.9705,0.7319,0.8688,0.8945,6,advanced,hard
9,3,0.3575,1.6431,0.399,0.0885,3,54.12,3.72,0.5582,0.2173,0.0303,0.4045,4,beginner,easy
17,15,0.8316,36.7369,0.7559,-0.042,8,13.23,24.22,0.9008,0.7503,0.8247,0.7797,6,advanced,hard
110,100,0.9448,35.3752,0.7316103978057988,-0.2132,2,5.8,209.6971540451157,0.9033,0.9824,0.6289,0.7641,24,advanced,hard
47,26,0.5173,9.855,0.5453,-0.0099,3,23.98,39.15,0.8542,0.4993,0.4044,0.4776,13,intermediate,medium
15,7,0.4659,0.4017,0.1452,-0.1022,3,33.44,72.88,0.3845,0.2324,0.0386,0.1638,1,beginner,easy
55,35,0.6864,8.0992,0.6451,-0.0046,2,20.95,21.31,0.6656,0.5936,0.318,0.6859,4,intermediate,medium
23,22,0.9304,36.8629,0.6999,0.0953,12,13.4,28.93,0.9603,0.9098,0.771,0.8007,22,advanced,hard
7,3,0.4982,2.3243,0.3005,0.0215,2,43.61,11.09,0.3365,0.2126,0.06,0.2449,2,beginner,easy
19,4,0.2458,0.1083,0.4687,0.0608,1,55.16,79.7,0.7102,0.1479,0.0723,0.2019,5,beginner,easy
119,98,0.813,15.1395,0.8743,-0.0188,12,12.9,20.44,0.9346,0.7716,0.8526,0.6433,7,advanced,hard
8,3,0.3258,1.2449,0.1348,0.089,1,45.17,43.5,0.494,0.1911,0.0875,0.4415,5,beginner,easy
55,26,0.5025,3.1956,0.573,-0.011,7,17.98,40.49,0.6557,0.4287,0.1637,0.5328,12,intermediate,easy
38,33,0.8935,22.9848,0.8626,0.0527,16,12.06,28.42,0.8975,0.9498,0.592,0.7741,10,advanced,hard
133,113,0.8643,34.7121,0.9331,0.0858,5,14.87,17.75,0.9912,0.8582,0.5864,0.793,5,advanced,hard
10,3,0.3081,1.2841,0.4143,-0.0273,3,17.77,70.67,0.6044,0.1115,0.0,0.3291,3,beginner,easy
11,3,0.2472,1.2068,0.4054,-0.0722,3,53.05,86.51,0.4963,0.2537,0.1491,0.2586,3,beginner,easy
148,134,0.9016,31.3182,0.7403,0.0812,2,18.97,7.43,0.85,0.8566,0.6656,0.8445,11,advanced,hard
18,14,0.7831,39.6561,0.6915,-0.0319,2,7.89,8.48,0.9549,0.764,0.444,0.8555,8,advanced,hard
1,0,0.2494,2.1671,0.4079,-0.0783,3,24.44,51.95,0.3854,0.3668,0.0994,0.3857,5,beginner,easy
1,0,0.1738,1.358,0.0986,0.0381,1,32.21,7.04,0.4899,0.1686,0.0,0.3223,3,beginner,easy
19,10,0.5258,3.5516,0.7828,0.119,1,13.72,39.05,0.6226,0.6578,0.1585,0.6249,14,intermediate,medium
33,15,0.462,8.1772,0.5547,0.0612,4,8.89,31.25,0.6848,0.5463,0.2117,0.6455,13,intermediate,easy
7,2,0.2065,0.133,0.4631,0.0136,3,36.54,74.0,0.475,0.2379,0.1238,0.157,5,beginner,easy
143,106,0.6957,34.6735,0.9535,-0.037,5,15.24,9.55,0.8377,0.8958,0.7598,0.6801,18,advanced,hard
120,107,0.934,28.9553,0.8317,0.0263,8,12.33,12.07,0.9579,0.8762,0.6027,0.7507,18,advanced,hard
39,20,0.5067,3.0658,0.6449,0.0436,5,29.87,22.77,0.6822,0.6006,0.2372,0.6413,4,intermediate,medium
20,11,0.5314,7.2853,0.7144,-0.0328,0,24.99,30.09,0.6697,0.6819,0.4111,0.5063,9,intermediate,medium
46,23,0.5086,6.399,0.648,0.106,8,15.25,16.05,0.6209,0.7123,0.2988,0.4856,13,intermediate,medium
12,5,0.4071,2.6439,0.163,0.0678,1,33.93,5.44,0.611,0.3599,0.0533,0.3398,4,beginner,easy
38,29,0.7972,19.4709,0.9661,-0.006,6,18.68,8.28,0.979,0.9077,0.5553,0.6888,19,advanced,hard
44,39,0.8811,29.6052,0.8864,0.0736,19,17.04,27.87,0.8612,0.9056,0.8513,0.7884,17,advanced,hard
41,20,0.4835,8.01,0.6617,-0.0174,2,10.7,42.0,0.8613,0.508,0.217,0.4256,14,intermediate,easy
57,42,0.7354,4.9664,0.7249,-0.0033,1,23.44,5.75,0.7169,0.7527,0.2838,0.6516,7,intermediate,medium
2,1,0.5,0.6083,0.5,0.0676,1,46.42,83.64,0.3622,0.2238,0.1109,0.1826,4,beginner,easy
8,2,0.2338,1.9252,0.228,-0.0207,0,50.85,14.25,0.5757,0.1588,0.1491,0.2561,3,beginner,easy
55,38,0.6895,3.3373,0.7373,-0.0247,2,31.72,29.03,0.8222,0.6212,0.1234,0.6242,4,intermediate,medium
12,2,0.1757,1.3296,0.3805,0.0442,2,38.27,71.73,0.4432,0.1271,0.0581,0.225,1,beginner,easy
37,18,0.5375,3.8334,0.53,0.0492,6,24.55,14.58,0.7389,0.5199,0.4682,0.563,3,intermediate,easy
15,3,0.242,2.3737,0.2087,-0.0533,3,54.65,61.26,0.5586,0.2858,0.2256,0.4037,5,beginner,easy
37,26,0.7134,11.0874,0.6836,-0.0018,0,9.36,42.97,0.7322,0.4422,0.3699,0.6523,14,intermediate,medium
76,73,0.9563,21.6291,0.9838,0.0932,6,9.47,11.34,0.9795,0.9053,0.4723,0.7291,5,advanced,hard
7,3,0.3807,0.472,0.4161,-0.0055,0,19.91,61.56,0.5632,0.1684,0.1032,0.2627,5,beginner,easy
12,3,0.2613,0.2069,0.329,-0.1468,3,52.0,9.5,0.6543,0.2606,0.1357,0.3321,4,beginner,easy
3,1,0.4043,2.8304,0.2048,-0.0384,2,57.63,31.2,0.5362,0.2584,0.1978,0.1552,2,beginner,easy
111,89,0.791,36.5549,0.8071,0.0895,16,17.91,23.33,0.8909,0.7124,0.5331,0.6895,16,advanced,hard
110,90,0.823,18.018,0.9341,0.087,6,11.91,3.26,0.9729,0.846,0.6438,0.9255,25,advanced,hard
59,27,0.4547,7.1335,0.7679,0.1134,5,32.97,32.85,0.6277,0.6569,0.2517,0.5546,9,intermediate,easy
11,2,0.1277,1.2751,0.1336,0.048,1,59.34,31.75,0.4555,0.1331,0.0931,0.2117,3,beginner,easy
16,6,0.3708,1.346,0.4491,-0.0223,3,38.0,60.2,0.3921,0.2183,0.0965,0.2498,4,beginner,easy
120,114,0.958,32.7116,0.7050221922172175,-0.253,5,12.81,72.0861927402006,0.9671,0.7371,0.6281,0.7632,17,advanced,hard
11,7,0.6616,9.3182,0.672,-0.038,7,11.81,21.83,0.8708,0.4426,0.1854,0.4608,9,intermediate,medium
13,7,0.5524,10.578,0.416,0.1151,1,31.21,4.04,0.6952,0.6132,0.1911,0.4123,13,intermediate,medium
12,4,0.3392,0.0706,0.1819,0.0623,3,49.64,46.83,0.5935,0.144,0.1047,0.1658,2,beginner,easy
45,22,0.4909,6.6802,0.5858,0.071,1,22.02,4.6,0.8608,0.5704,0.3017,0.3983,5,intermediate,easy
50,45,0.9068,26.2608,0.7579,-0.0031,4,9.72,7.65,0.955,0.79,0.7048,0.7572,11,advanced,hard
140,103,0.7558,23.1399,0.8911,0.0178,20,15.77,7.8,1.0,0.9294,0.536,0.9007,6,advanced,hard
37,24,0.6352,9.3459,0.7653,0.0163,6,13.54,8.29,0.9307,0.5112,0.11,0.3932,4,intermediate,medium
37,32,0.8744,38.9089,0.805,-0.043,2,12.91,28.44,0.914,0.8605,0.543,0.6752,16,advanced,hard
14,5,0.3842,0.7846,0.2513,-0.1355,2,39.9,22.52,0.3911,0.1377,0.0458,0.4089,2,beginner,easy
35,16,0.3988,8.7903,0.4179,0.0061,8,30.35,38.01,0.8478,0.6876,0.1954,0.4913,13,intermediate,easy
60,27,0.4953,7.9487,0.8184,0.038,7,17.61,40.64,0.6781,0.6325,0.1907,0.4658,3,intermediate,easy
14,6,0.4011,1.9617,0.3005,-0.0243,0,49.71,9.42,0.5351,0.3461,0.1262,0.1661,2,beginner,easy
57,43,0.7234,12.7811,0.8106,0.0243,12,15.49,11.4,0.8478,0.8655,0.4587,0.726,9,advanced,hard
126,105,0.8092,11.3597,0.7502,0.045,7,7.21,0.29,0.9316,0.9094,0.8405,0.6399,17,advanced,hard
18,6,0.2809,1.547,0.3741,-0.0689,2,57.73,0.44,0.397,0.2874,0.0222,0.1244,5,beginner,easy
5,2,0.3075,1.1412,0.3629,-0.0811,1,45.24,70.77,0.6021,0.1147,0.0704,0.3679,1,beginner,easy
14,5,0.2879,0.3624,0.1446,-0.0609,1,15.67,58.86,0.2639,0.1229,0.0031,0.3065,3,beginner,easy
12,3,0.2376,2.0588,0.2389,-0.1036,3,16.3,36.31,0.486,0.1751,0.1261,0.143,1,beginner,easy
24,14,0.5402,8.4068,0.5811,0.0275,1,34.97,7.7,0.8408,0.5815,0.2879,0.6625,15,intermediate,medium
105,87,0.8169,33.99,0.9212,0.0914,11,10.8,21.63,0.9623,0.9368,0.606,0.762,16,advanced,hard
5,1,0.1973,1.2682,0.1779,-0.0567,0,30.21,61.12,0.5589,0.2815,0.0978,0.1632,4,beginner,easy
42,35,0.8002,30.2739,0.8541,0.0791,16,13.87,23.81,0.8907,0.8614,0.7397,0.6878,8,advanced,hard
1,0,0.0,1.9245,0.0,-0.1108,0,15.6,8.58,0.7525,0.2316,0.1783,0.5474,1,beginner,easy
117,87,0.7681,28.9425,0.9015,0.0487,2,5.71,9.35,1.0,0.7648,0.8847,0.7151,22,advanced,hard
12,2,0.2504,0.091,0.4011,0.0009,1,43.11,53.08,0.4344,0.3799,0.1163,0.4897,4,beginner,easy
33,19,0.5949,4.2179,0.7441,-0.0241,7,22.68,42.75,0.7385,0.5876,0.3547,0.5943,9,intermediate,medium
31,20,0.6194,2.5548,0.6521,0.0742,3,11.01,8.0,0.6101,0.5309,0.1902,0.3843,12,intermediate,medium
66,58,0.9043,29.607,0.7428,0.063,4,8.98,15.45,0.9937,0.9239,0.7772,0.8284,18,advanced,hard
8,2,0.1796,0.1208,0.3782,-0.1283,1,39.44,34.69,0.4247,0.1866,0.0023,0.4141,5,beginner,easy
58,38,0.6652,10.101,0.7441,0.0259,0,18.61,34.39,0.7998,0.7178,0.3292,0.5235,14,intermediate,medium
3,1,0.305,1.1289,0.213,-0.0245,0,50.41,41.27,0.6349,0.1705,0.0494,0.416,4,beginner,easy
13,4,0.3069,1.6431,0.4975,-0.1123,2,50.58,38.95,0.4196,0.34,0.0898,0.2756,5,beginner,easy
47,36,0.7578,21.8662,0.7155,0.0667,20,17.49,26.07,0.9187,0.859,0.7387,0.7965,10,advanced,hard
105,84,0.8052,20.0942,0.9186,0.0079,7,5.77,0.23,0.9374,0.7399,0.877,0.8041,21,advanced,hard
0,0,0.0,2.3521,0.0,-0.0595,0,38.3,25.05,0.4657,0.2558,0.0,0.3509,2,beginner,easy
69,62,0.9165,39.8097,0.8855,-0.0413,3,15.15,8.7,0.9841,0.8258,0.5277,0.7218,16,advanced,hard
1,0,0.265,0.2908,0.1343,0.0943,3,20.88,71.8,0.4248,0.3497,0.0875,0.3646,4,beginner,easy
59,43,0.7344,3.3907,0.7412,0.134,0,33.23,7.95,0.7287,0.4303,0.137,0.6427,7,intermediate,medium
19,5,0.2274,0.0441,0.3293,-0.0288,2,46.55,71.55,0.294,0.0688,0.036,0.1589,1,beginner,easy
32,16,0.4773,6.537,0.7625,0.0667,2,13.11,15.51,0.8035,0.5964,0.4013,0.5701,5,intermediate,easy
1,0,0.3968,0.622,0.2265,-0.0905,0,30.08,28.19,0.5315,0.3208,0.009,0.2182,1,beginner,easy
43,30,0.7354,7.4059,0.4415,-0.0313,3,12.49,21.85,0.7104,0.576,0.1561,0.5493,9,intermediate,medium
82,71,0.8197,25.2263,0.6639,-0.0188,17,15.0,12.26,0.8411,0.7942,0.8016,0.6248,6,advanced,hard
59,37,0.6374,8.4301,0.7783,-0.0379,6,22.11,3.35,0.847,0.6891,0.257,0.6693,13,intermediate,medium
18,8,0.4595,9.1684,0.8073,0.0068,8,27.31,32.27,0.8378,0.7269,0.3864,0.6988,10,intermediate,easy
47,21,0.4603,7.0547,0.7605,0.0961,7,8.83,5.74,0.7733,0.581,0.1267,0.6912,12,intermediate,easy
56,34,0.6064,5.9033,0.6189,-0.0319,6,22.41,34.45,0.6235,0.7296,0.13,0.5457,13,intermediate,medium
57,28,0.4982,5.8626,0.6604,0.0886,8,23.38,39.45,0.7671,0.4197,0.3378,0.4473,6,intermediate,easy
17,5,0.3632,0.5454,0.1951,-0.1005,1,37.12,9.5,0.5214,0.3209,0.1805,0.4238,2,beginner,easy
29,25,0.9107,36.8739,0.9533,0.0181,16,19.85,5.64,1.0,0.7939,0.8317,0.9145,11,advanced,hard
18,7,0.3703,2.0653,0.0951,-0.0283,3,57.24,16.61,0.6188,0.3487,0.1308,0.2555,5,beginner,easy
50,36,0.7511,6.6649,0.5192,-0.0115,1,21.24,26.85,0.7299,0.6519,0.2123,0.7343,8,intermediate,medium
37,19,0.4894,3.2186,0.5719,0.0231,2,29.78,44.88,0.7372,0.4051,0.3348,0.4692,11,intermediate,medium
51,44,0.8668,25.6274,0.9167,0.0747,3,5.59,10.74,0.8631,0.7977,0.6372,0.6841,19,advanced,hard
31,19,0.5872,5.5512,0.6117,-0.0489,1,19.39,25.24,0.9016,0.5201,0.279,0.6507,13,intermediate,medium
57,33,0.6339,6.7839,0.7041,0.1002,5,14.73,33.68,0.7208,0.6847,0.2338,0.4835,5,intermediate,medium
32,22,0.728,9.5292,0.7362,0.0345,5,33.63,30.82,0.9764,0.5612,0.4652,0.656,4,intermediate,medium
17,5,0.3047,0.8545,0.4344,0.0059,1,23.67,14.6,0.661,0.2393,0.0537,0.2991,1,beginner,easy
50,28,0.5513,9.232,0.4621,0.0068,3,34.18,16.56,0.9005,0.734,0.2912,0.4881,7,intermediate,medium
9,3,0.3394,0.4174,0.2938,-0.1154,0,45.48,30.23,0.5249,0.1424,0.1272,0.3371,5,beginner,easy
113,92,0.8271,21.2331,0.6152653491575213,-0.2118,4,12.14,269.24306958626516,0.9198,0.7428,0.9015,0.7741,9,advanced,hard
58,41,0.6831,10.6714,0.6271,0.1415,0,22.95,24.98,0.6111,0.3697,0.2768,0.5291,4,intermediate,medium
58,39,0.7087,4.9763,0.7144,-0.0227,6,19.04,42.92,0.6753,0.7541,0.3359,0.5561,6,intermediate,medium
17,10,0.5627,9.1636,0.7721,0.1304,4,32.71,27.95,0.9387,0.4096,0.1637,0.4233,7,intermediate,medium
63,53,0.8333,31.1224,0.8277,-0.0008,3,7.01,23.32,0.9543,0.8488,0.8642,0.785,23,advanced,hard
8,2,0.2207,0.4503,0.3121,0.0322,0,44.25,32.09,0.4524,0.3425,0.1499,0.3706,5,beginner,easy
10,7,0.7611,2.4241,0.7807,-0.0255,8,24.26,9.67,0.7798,0.7451,0.2949,0.6638,9,intermediate,medium
10,7,0.6497,8.9793,0.6829,0.0105,8,9.09,35.25,0.7556,0.6951,0.1204,0.5179,14,intermediate,medium
15,7,0.4508,1.0417,0.4113,0.044,3,51.22,71.09,0.3221,0.2136,0.0921,0.2388,1,beginner,easy
76,73,0.964,26.084,0.8837,0.033,16,16.72,29.41,0.9049,0.92,0.7714,0.6757,6,advanced,hard
54,26,0.454,5.6177,0.5101,0.0704,3,8.01,31.39,0.7331,0.4803,0.1544,0.64,10,intermediate,easy
14,2,0.148,2.3738,0.1709,-0.0815,0,50.8,50.93,0.3498,0.3603,0.1849,0.1501,4,beginner,easy
14,7,0.4655,2.3075,0.211,0.0612,3,38.22,29.8,0.5947,0.2134,0.0253,0.2827,1,beginner,easy
23,12,0.5422,6.1067,0.7801,0.0722,6,15.34,7.62,0.875,0.4653,0.1626,0.7341,13,intermediate,medium
28,17,0.6114,11.0518,0.6174,-0.0082,3,34.91,4.38,0.7941,0.6935,0.1884,0.5885,14,intermediate,medium
57,32,0.5839,8.1719,0.5013,0.0447,6,9.91,18.81,0.8368,0.5387,0.3057,0.6518,15,intermediate,medium
7,3,0.4023,0.5929,0.0647,0.0853,2,55.18,14.09,0.5855,0.257,0.0851,0.2821,2,beginner,easy
28,20,0.6998,21.4184,0.7591,-0.0444,8,18.17,4.15,0.9549,0.7224,0.6132,0.8118,8,advanced,hard
17,4,0.2515,0.2099,0.1476,-0.0204,1,29.7,81.88,0.481,0.4214,0.0504,0.3001,1,beginner,easy
17,10,0.5383,8.9558,0.7243,0.1489,1,17.68,29.47,0.8398,0.5808,0.0695,0.367,15,intermediate,medium
119,106,0.8555,19.7953,0.7039,-0.0117,15,10.54,26.8,0.866,0.7691,0.4403,0.8326,6,advanced,hard
10,4,0.3993,1.8137,0.1812,-0.0718,0,24.52,33.62,0.5175,0.1353,0.1376,0.346,1,beginner,easy
81,78,0.9756,26.4654,0.8715,0.0852,12,14.47,9.8,0.8804,0.8776,0.7795,0.7975,13,advanced,hard
40,28,0.7179,5.7366,0.5739,0.0994,6,14.36,0.51,0.8991,0.6613,0.2941,0.461,6,intermediate,medium
13,6,0.4854,0.9756,0.1653,-0.149,2,52.54,17.06,0.4302,0.1944,0.0831,0.255,2,beginner,easy
39,29,0.7278,2.1596,0.749,0.0335,2,17.86,11.37,0.7723,0.7363,0.4091,0.3996,8,intermediate,medium
20,7,0.3508,1.5,0.396,-0.0525,0,42.19,83.27,0.6351,0.2509,0.1082,0.2162,1,beginner,easy
28,21,0.7276,35.3328,0.8684,-0.0354,9,8.17,20.98,0.8811,0.7449,0.8711,0.6915,8,advanced,hard
0,0,0.0,2.0031,0.0,-0.0473,0,26.13,40.48,0.7204,0.2905,0.1672,0.2995,2,beginner,easy
148,119,0.7556,35.9613,0.8613,0.0709,10,6.59,12.61,0.8391,0.844,0.4781,0.8431,5,advanced,hard
36,19,0.5072,11.6243,0.6754,-0.0428,7,10.47,41.56,0.6573,0.5653,0.2316,0.5182,11,intermediate,medium
50,28,0.5682,9.8254,0.4805,0.1334,6,32.31,39.92,0.646,0.6877,0.3055,0.6886,12,intermediate,medium
10,3,0.3139,1.7133,0.4354,-0.0889,1,28.99,72.42,0.3999,0.2357,0.18,0.3379,1,beginner,easy
2,1,0.3037,1.1633,0.2007,0.0148,1,27.99,25.39,0.3521,0.3209,0.1332,0.4043,4,beginner,easy
52,34,0.6448,10.9173,0.5668,-0.0101,1,11.1,40.82,0.8392,0.5712,0.3213,0.4422,7,intermediate,medium
54,25,0.4652,10.9653,0.4073,0.0695,6,27.01,42.42,0.9414,0.4716,0.2545,0.5578,13,intermediate,easy
19,6,0.2914,0.4128,0.1662,-0.0763,1,31.44,83.8,0.3506,0.3801,0.0478,0.299,5,beginner,easy
103,99,0.9258,27.4645,0.9251,-0.0027,4,7.75,7.7,0.9418,0.7969,0.7695,0.7296,16,advanced,hard
8,3,0.4,1.7548,0.1777,-0.0669,1,33.4,77.25,0.4788,0.208,0.1526,0.2955,2,beginner,easy
66,56,0.8158,33.6329,0.7204,0.0556,2,5.26,13.05,0.8702,0.8827,0.7223,0.7385,18,advanced,hard
10,6,0.6383,4.2749,0.6826,-0.0092,6,31.23,6.43,0.8712,0.5829,0.1958,0.5601,8,intermediate,medium
58,31,0.4562,10.5696,0.3384,0.0985,6,33.01,40.73,0.8257,0.5283,0.0894,0.3659,3,intermediate,medium
3,1,0.3394,2.6067,0.3913,-0.1434,3,58.39,15.16,0.5373,0.2456,0.1882,0.3021,2,beginner,easy
20,4,0.1781,1.3418,0.1863,-0.0076,3,50.0,23.06,0.3907,0.2064,0.0,0.1503,3,beginner,easy
8,5,0.585,2.4101,0.6386,0.1285,2,17.81,25.4,0.7557,0.4674,0.3854,0.4438,10,intermediate,medium
0,0,0.0,2.1237,0.0,0.0883,0,35.83,46.16,0.5531,0.3512,0.0503,0.3798,5,beginner,easy
7,3,0.5304,0.8461,0.3389,0.0609,2,17.6,10.85,0.7291,0.4102,0.2179,0.4927,5,beginner,easy
139,133,0.9488,31.9255,0.8142,0.0608,12,11.47,16.38,0.9344,0.862,0.4922,0.719,19,advanced,hard
113,87,0.7607,17.3659,0.7204,0.038,2,5.47,22.09,0.8931,0.6881,0.8554,0.6871,5,advanced,hard
32,16,0.4814,4.5634,0.7153,-0.029,4,18.16,19.84,0.7486,0.3779,0.3991,0.4638,5,intermediate,medium
8,4,0.4842,11.4129,0.4492,0.0063,0,10.99,17.57,0.9361,0.6592,0.1272,0.6432,9,intermediate,easy
55,34,0.6857,5.3732,0.7764,0.1054,4,27.29,8.41,0.7364,0.7634,0.1654,0.7603,14,intermediate,medium
45,24,0.5408,8.3104,0.5678,-0.005,7,33.58,20.94,0.6642,0.412,0.4324,0.6673,3,intermediate,medium
1,0,0.3036,0.5256,0.2048,0.0145,3,36.08,20.46,0.4592,0.3521,0.0913,0.3075,3,beginner,easy
38,25,0.6212,11.1008,0.7048,-0.0483,7,22.47,13.61,0.6297,0.6701,0.2305,0.5538,14,intermediate,medium
11,4,0.3628,1.6308,0.4764,0.0596,3,21.82,36.83,0.4714,0.3704,0.1763,0.2932,4,beginner,easy
22,15,0.5939,3.518,0.3365,0.1047,5,9.89,36.83,0.5928,0.3934,0.2218,0.5984,6,intermediate,medium
15,4,0.2618,2.3452,0.1418,0.0779,1,31.63,51.01,0.5526,0.1722,0.1307,0.3256,4,beginner,easy
44,21,0.4606,9.2977,0.7674,0.0104,5,32.92,20.63,0.6077,0.7207,0.1133,0.6181,7,intermediate,easy
17,10,0.5925,7.8701,0.7622,0.1326,6,10.77,40.4,0.7072,0.6593,0.3001,0.5755,7,intermediate,medium
13,5,0.353,2.4173,0.442,0.0525,1,47.37,65.66,0.5608,0.1823,0.026,0.3194,4,beginner,easy
9,2,0.1482,0.0283,0.0786,0.0045,0,59.3,21.97,0.4964,0.3373,0.0,0.3021,5,beginner,easy
10,7,0.6551,10.7067,0.6992,-0.0445,5,18.55,27.29,0.8903,0.6489,0.1315,0.5714,15,intermediate,medium
41,29,0.7252,9.6532,0.6954,0.0095,7,29.84,27.67,0.8983,0.4767,0.4746,0.6514,10,intermediate,medium
16,6,0.3619,1.5213,0.4897,-0.124,2,55.59,0.88,0.5033,0.1057,0.1271,0.4247,1,beginner,easy
122,105,0.8585,23.3793,0.822,-0.0088,19,13.95,1.91,0.9048,0.7612,0.7139,0.8558,10,advanced,hard
12,5,0.4467,2.5752,0.4689,-0.1108,0,56.91,73.76,0.5222,0.3939,0.1579,0.4446,4,beginner,easy
15,10,0.6718,10.1704,0.5651,0.1284,8,23.76,31.18,0.8419,0.5274,0.3905,0.6562,14,intermediate,medium
9,3,0.3273,1.3489,0.3412,-0.1312,1,39.98,7.8,0.3192,0.286,0.0585,0.3938,2,beginner,easy
0,0,0.0,2.7404,0.0,-0.0912,0,15.22,33.47,0.4169,0.355,0.0426,0.3386,2,beginner,easy
7,3,0.4409,1.2456,0.273,0.057,2,36.09,78.15,0.607,0.1178,0.0965,0.2563,4,beginner,easy
6,1,0.1423,0.4021,0.1028,-0.0998,1,52.23,40.69,0.6398,0.1293,0.1231,0.328,2,beginner,easy
35,24,0.6759,4.3329,0.6444,0.0106,6,34.59,41.65,0.7105,0.4362,0.2782,0.4123,15,intermediate,medium
8,2,0.2103,0.5922,0.2892,-0.1082,0,26.95,82.81,0.6192,0.1812,0.0501,0.3993,4,beginner,easy
123,110,0.9218,37.9372,0.746,0.0038,16,6.65,9.75,1.0,0.8943,0.5114,0.7887,22,advanced,hard
45,39,0.8826,26.0324,0.6956539121937692,-0.1869,5,7.29,216.18389950570005,0.8942,0.7859,0.7625,0.6986,24,advanced,hard
51,32,0.6329,8.6227,0.7588,0.0581,1,28.46,38.05,0.6643,0.6339,0.2052,0.6807,14,intermediate,medium
127,119,0.8892,29.3456,0.7943,-0.0068,12,18.07,0.48,0.8293,0.7966,0.7951,0.7326,7,advanced,hard
55,32,0.5657,11.6563,0.6829,0.1497,8,12.49,28.96,0.7375,0.6688,0.2934,0.6414,3,intermediate,medium
84,61,0.7205,31.0554,0.503538741732559,-0.217,9,9.58,181.0354880285998,0.9481,0.8353,0.8351,0.8413,24,advanced,hard
